dt,observed,Mercedes_32_1,Mercedes_32_7,Mercedes_32_15,Mercedes_32_30,Mercedes_160_1,Mercedes_160_7,Mercedes_160_15,Mercedes_160_30,Mercedes_352_1,Mercedes_352_7,Mercedes_352_15,Mercedes_352_30
2016-08-20,1.85,,,,,,,,,,,,
2016-08-21,2.0,,,,,,,,,,,,
2016-08-22,1.9,,,,,,,,,,,,
2016-08-23,1.55,,,,,,,,,,,,
2016-08-24,1.47,,,,,,,,,,,,
2016-08-25,1.38,,,,,,,,,,,,
2016-08-26,1.5,,,,,,,,,,,,
2016-08-27,1.45,,,,,,,,,,,,
2016-08-28,2.15,,,,,,,,,,,,
2016-08-29,2.0,,,,,,,,,,,,
2016-08-30,1.87,,,,,,,,,,,,
2016-08-31,1.88,,,,,,,,,,,,
2016-09-01,1.8,,,,,,,,,,,,
2016-09-02,1.7,,,,,,,,,,,,
2016-09-03,1.75,,,,,,,,,,,,
2016-09-04,1.5,,,,,,,,,,,,
2016-09-05,1.45,,,,,,,,,,,,
2016-09-06,1.77,,,,,,,,,,,,
2016-09-07,2.6,,,,,,,,,,,,
2016-09-08,2.45,,,,,,,,,,,,
2016-09-09,2.24,,,,,,,,,,,,
2016-09-10,2.4,,,,,,,,,,,,
2016-09-11,2.65,,,,,,,,,,,,
2016-09-12,2.75,,,,,,,,,,,,
2016-09-13,2.85,,,,,,,,,,,,
2016-09-14,2.87,,,,,,,,,,,,
2016-09-15,3.18,,,,,,,,,,,,
2016-09-16,3.28,,,,,,,,,,,,
2016-09-17,3.3,,,,,,,,,,,,
2016-09-18,3.5,,,,,,,,,,,,
2016-09-19,3.75,,,,,,,,,,,,
2016-09-20,3.9,,,,,,,,,,,,
2016-09-21,4.0,,,,,,,,,,,,
2016-09-22,3.94,,,,,,,,,,,,
2016-09-23,3.75,,,,,,,,,,,,
2016-09-24,3.75,,,,,,,,,,,,
2016-09-25,3.1,,,,,,,,,,,,
2016-09-26,2.2,,,,,,,,,,,,
2016-09-27,1.84,,,,,,,,,,,,
2016-09-28,1.1,,,,,,,,,,,,
2016-09-29,1.78,,,,,,,,,,,,
2016-09-30,1.56,,,,,,,,,,,,
2016-10-01,1.26,,,,,,,,,,,,
2016-10-02,1.45,,,,,,,,,,,,
2016-10-03,0.9,,,,,,,,,,,,
2016-10-04,0.9,,,,,,,,,,,,
2016-10-05,1.4,,,,,,,,,,,,
2016-10-06,1.6,,,,,,,,,,,,
2016-10-07,1.9,,,,,,,,,,,,
2016-10-08,1.5,,,,,,,,,,,,
2016-10-09,1.28,,,,,,,,,,,,
2016-10-10,1.55,,,,,,,,,,,,
2016-10-11,1.47,,,,,,,,,,,,
2016-10-12,1.15,,,,,,,,,,,,
2016-10-13,0.85,,,,,,,,,,,,
2016-10-14,0.75,,,,,,,,,,,,
2016-10-15,0.85,,,,,,,,,,,,
2016-10-16,0.9,,,,,,,,,,,,
2016-10-17,0.9,,,,,,,,,,,,
2016-10-18,1.45,,,,,,,,,,,,
2016-10-19,1.91,,,,,,,,,,,,
2016-10-20,2.5,,,,,,,,,,,,
2016-10-21,2.3,,,,,,,,,,,,
2016-10-22,1.9,,,,,,,,,,,,
2016-10-23,1.25,,,,,,,,,,,,
2016-10-24,1.29,,,,,,,,,,,,
2016-10-25,1.51,,,,,,,,,,,,
2016-10-26,1.44,,,,,,,,,,,,
2016-10-27,1.6,,,,,,,,,,,,
2016-10-28,2.06,,,,,,,,,,,,
2016-10-29,2.05,,,,,,,,,,,,
2016-10-30,1.58,,,,,,,,,,,,
2016-10-31,1.5,,,,,,,,,,,,
2016-11-01,1.4,,,,,,,,,,,,
2016-11-02,1.98,,,,,,,,,,,,
2016-11-03,1.75,,,,,,,,,,,,
2016-11-04,1.77,,,,,,,,,,,,
2016-11-05,1.68,,,,,,,,,,,,
2016-11-06,1.6,,,,,,,,,,,,
2016-11-07,1.55,,,,,,,,,,,,
2016-11-08,2.3,,,,,,,,,,,,
2016-11-09,1.82,,,,,,,,,,,,
2016-11-10,1.4,,,,,,,,,,,,
2016-11-11,1.3,,,,,,,,,,,,
2016-11-12,1.5,,,,,,,,,,,,
2016-11-13,1.9,,,,,,,,,,,,
2016-11-14,1.85,,,,,,,,,,,,
2016-11-15,2.0,,,,,,,,,,,,
2016-11-16,1.63,,,,,,,,,,,,
2016-11-17,1.65,,,,,,,,,,,,
2016-11-18,2.0,,,,,,,,,,,,
2016-11-19,1.75,,,,,,,,,,,,
2016-11-20,1.77,,,,,,,,,,,,
2016-11-21,1.7,,,,,,,,,,,,
2016-11-22,1.88,,,,,,,,,,,,
2016-11-23,2.0,,,,,,,,,,,,
2016-11-24,2.4,,,,,,,,,,,,
2016-11-25,2.6,,,,,,,,,,,,
2016-11-26,2.25,,,,,,,,,,,,
2016-11-27,2.35,,,,,,,,,,,,
2016-11-28,3.3,,,,,,,,,,,,
2016-11-29,2.58,,,,,,,,,,,,
2016-11-30,1.95,,,,,,,,,,,,
2016-12-01,1.4,,,,,,,,,,,,
2016-12-02,1.1,,,,,,,,,,,,
2016-12-03,0.9,,,,,,,,,,,,
2016-12-04,1.8,,,,,,,,,,,,
2016-12-05,1.7,,,,,,,,,,,,
2016-12-06,1.47,,,,,,,,,,,,
2016-12-07,1.98,,,,,,,,,,,,
2016-12-08,2.0,,,,,,,,,,,,
2016-12-09,1.95,,,,,,,,,,,,
2016-12-10,1.9,,,,,,,,,,,,
2016-12-11,1.46,,,,,,,,,,,,
2016-12-12,1.25,,,,,,,,,,,,
2016-12-13,1.05,,,,,,,,,,,,
2016-12-14,1.8,,,,,,,,,,,,
2016-12-15,1.9,,,,,,,,,,,,
2016-12-16,1.3,,,,,,,,,,,,
2016-12-17,0.9,,,,,,,,,,,,
2016-12-18,0.9,,,,,,,,,,,,
2016-12-19,1.64,,,,,,,,,,,,
2016-12-20,1.6,,,,,,,,,,,,
2016-12-21,1.35,,,,,,,,,,,,
2016-12-22,1.0,,,,,,,,,,,,
2016-12-23,1.4,,,,,,,,,,,,
2016-12-24,1.1,,,,,,,,,,,,
2016-12-25,1.34,,,,,,,,,,,,
2016-12-26,1.1,,,,,,,,,,,,
2016-12-27,2.0,,,,,,,,,,,,
2016-12-28,2.3,,,,,,,,,,,,
2016-12-29,1.8,,,,,,,,,,,,
2016-12-30,2.0,,,,,,,,,,,,
2016-12-31,2.0,,,,,,,,,,,,
2017-01-01,2.0,,,,,,,,,,,,
2017-01-02,1.8,,,,,,,,,,,,
2017-01-03,1.95,,,,,,,,,,,,
2017-01-04,1.65,,,,,,,,,,,,
2017-01-05,1.98,,,,,,,,,,,,
2017-01-06,2.0,,,,,,,,,,,,
2017-01-07,1.55,,,,,,,,,,,,
2017-01-08,1.55,,,,,,,,,,,,
2017-01-09,1.7,,,,,,,,,,,,
2017-01-10,1.74,,,,,,,,,,,,
2017-01-11,1.75,,,,,,,,,,,,
2017-01-12,1.6,,,,,,,,,,,,
2017-01-13,1.08,,,,,,,,,,,,
2017-01-14,1.55,,,,,,,,,,,,
2017-01-15,1.55,,,,,,,,,,,,
2017-01-16,2.1,,,,,,,,,,,,
2017-01-17,1.74,,,,,,,,,,,,
2017-01-18,1.75,,,,,,,,,,,,
2017-01-19,1.82,,,,,,,,,,,,
2017-01-20,1.55,,,,,,,,,,,,
2017-01-21,1.4,,,,,,,,,,,,
2017-01-22,0.98,,,,,,,,,,,,
2017-01-23,1.4,,,,,,,,,,,,
2017-01-24,1.4,,,,,,,,,,,,
2017-01-25,1.15,,,,,,,,,,,,
2017-01-26,2.25,,,,,,,,,,,,
2017-01-27,2.2,,,,,,,,,,,,
2017-01-28,1.17,,,,,,,,,,,,
2017-01-29,1.0,,,,,,,,,,,,
2017-01-30,0.7,,,,,,,,,,,,
2017-01-31,0.85,,,,,,,,,,,,
2017-02-01,1.15,,,,,,,,,,,,
2017-02-02,0.95,,,,,,,,,,,,
2017-02-03,1.42,,,,,,,,,,,,
2017-02-04,1.57,,,,,,,,,,,,
2017-02-05,1.89,,,,,,,,,,,,
2017-02-06,1.6,,,,,,,,,,,,
2017-02-07,1.4,,,,,,,,,,,,
2017-02-08,1.74,,,,,,,,,,,,
2017-02-09,1.6,,,,,,,,,,,,
2017-02-10,1.33,,,,,,,,,,,,
2017-02-11,1.9,,,,,,,,,,,,
2017-02-12,1.8,,,,,,,,,,,,
2017-02-13,2.21,,,,,,,,,,,,
2017-02-14,2.45,,,,,,,,,,,,
2017-02-15,2.4,,,,,,,,,,,,
2017-02-16,2.28,,,,,,,,,,,,
2017-02-17,2.1,,,,,,,,,,,,
2017-02-18,1.75,,,,,,,,,,,,
2017-02-19,1.45,,,,,,,,,,,,
2017-02-20,1.65,,,,,,,,,,,,
2017-02-21,1.0,,,,,,,,,,,,
2017-02-22,1.45,,,,,,,,,,,,
2017-02-23,1.3,,,,,,,,,,,,
2017-02-24,1.62,,,,,,,,,,,,
2017-02-25,1.65,,,,,,,,,,,,
2017-02-26,1.65,,,,,,,,,,,,
2017-02-27,1.5,,,,,,,,,,,,
2017-02-28,1.3,,,,,,,,,,,,
2017-03-01,1.3,,,,,,,,,,,,
2017-03-02,1.52,,,,,,,,,,,,
2017-03-03,2.05,,,,,,,,,,,,
2017-03-04,2.34,,,,,,,,,,,,
2017-03-05,1.75,,,,,,,,,,,,
2017-03-06,1.3,,,,,,,,,,,,
2017-03-07,0.95,,,,,,,,,,,,
2017-03-08,1.5,,,,,,,,,,,,
2017-03-09,1.2,,,,,,,,,,,,
2017-03-10,1.9,,,,,,,,,,,,
2017-03-11,1.95,,,,,,,,,,,,
2017-03-12,1.6,,,,,,,,,,,,
2017-03-13,1.68,,,,,,,,,,,,
2017-03-14,1.7,,,,,,,,,,,,
2017-03-15,1.35,,,,,,,,,,,,
2017-03-16,1.4,,,,,,,,,,,,
2017-03-17,1.5,,,,,,,,,,,,
2017-03-18,1.5,,,,,,,,,,,,
2017-03-19,1.2,,,,,,,,,,,,
2017-03-20,1.2,,,,,,,,,,,,
2017-03-21,1.3,,,,,,,,,,,,
2017-03-22,1.5,,,,,,,,,,,,
2017-03-23,1.55,,,,,,,,,,,,
2017-03-24,1.95,,,,,,,,,,,,
2017-03-25,2.25,,,,,,,,,,,,
2017-03-26,2.2,,,,,,,,,,,,
2017-03-27,1.6,,,,,,,,,,,,
2017-03-28,1.65,,,,,,,,,,,,
2017-03-29,1.8,,,,,,,,,,,,
2017-03-30,1.37,,,,,,,,,,,,
2017-03-31,1.2,,,,,,,,,,,,
2017-04-01,1.2,,,,,,,,,,,,
2017-04-02,0.8,,,,,,,,,,,,
2017-04-03,0.45,,,,,,,,,,,,
2017-04-04,0.6,,,,,,,,,,,,
2017-04-05,1.45,,,,,,,,,,,,
2017-04-06,1.53,,,,,,,,,,,,
2017-04-07,1.45,,,,,,,,,,,,
2017-04-08,0.85,,,,,,,,,,,,
2017-04-09,0.51,,,,,,,,,,,,
2017-04-10,0.5,,,,,,,,,,,,
2017-04-11,0.1,,,,,,,,,,,,
2017-04-12,1.1,,,,,,,,,,,,
2017-04-13,1.6,,,,,,,,,,,,
2017-04-14,1.65,,,,,,,,,,,,
2017-04-15,1.5,,,,,,,,,,,,
2017-04-16,1.5,,,,,,,,,,,,
2017-04-17,2.0,,,,,,,,,,,,
2017-04-18,1.83,,,,,,,,,,,,
2017-04-19,1.45,,,,,,,,,,,,
2017-04-20,1.5,,,,,,,,,,,,
2017-04-21,1.7,,,,,,,,,,,,
2017-04-22,1.6,,,,,,,,,,,,
2017-04-23,2.1,,,,,,,,,,,,
2017-04-24,1.8,,,,,,,,,,,,
2017-04-25,1.9,,,,,,,,,,,,
2017-04-26,2.42,,,,,,,,,,,,
2017-04-27,2.23,,,,,,,,,,,,
2017-04-28,2.33,,,,,,,,,,,,
2017-04-29,2.05,,,,,,,,,,,,
2017-04-30,1.93,,,,,,,,,,,,
2017-05-01,2.0,,,,,,,,,,,,
2017-05-02,1.6,,,,,,,,,,,,
2017-05-03,1.44,,,,,,,,,,,,
2017-05-04,1.55,,,,,,,,,,,,
2017-05-05,1.85,,,,,,,,,,,,
2017-05-06,1.7,,,,,,,,,,,,
2017-05-07,1.75,,,,,,,,,,,,
2017-05-08,1.59,,,,,,,,,,,,
2017-05-09,1.7,,,,,,,,,,,,
2017-05-10,1.8,,,,,,,,,,,,
2017-05-11,1.8,,,,,,,,,,,,
2017-05-12,1.85,,,,,,,,,,,,
2017-05-13,1.9,,,,,,,,,,,,
2017-05-14,2.0,,,,,,,,,,,,
2017-05-15,1.65,,,,,,,,,,,,
2017-05-16,1.75,,,,,,,,,,,,
2017-05-17,2.0,,,,,,,,,,,,
2017-05-18,1.97,,,,,,,,,,,,
2017-05-19,1.98,,,,,,,,,,,,
2017-05-20,3.0,,,,,,,,,,,,
2017-05-21,4.0,,,,,,,,,,,,
2017-05-22,4.38,,,,,,,,,,,,
2017-05-23,4.2,,,,,,,,,,,,
2017-05-24,3.68,,,,,,,,,,,,
2017-05-25,3.55,,,,,,,,,,,,
2017-05-26,3.57,,,,,,,,,,,,
2017-05-27,3.85,,,,,,,,,,,,
2017-05-28,4.09,,,,,,,,,,,,
2017-05-29,4.0,,,,,,,,,,,,
2017-05-30,3.94,,,,,,,,,,,,
2017-05-31,3.4,,,,,,,,,,,,
2017-06-01,3.4,,,,,,,,,,,,
2017-06-02,3.6,,,,,,,,,,,,
2017-06-03,3.86,,,,,,,,,,,,
2017-06-04,3.62,,,,,,,,,,,,
2017-06-05,4.1,,,,,,,,,,,,
2017-06-06,4.29,,,,,,,,,,,,
2017-06-07,4.02,,,,,,,,,,,,
2017-06-08,4.0,,,,,,,,,,,,
2017-06-09,4.11,,,,,,,,,,,,
2017-06-10,4.0,,,,,,,,,,,,
2017-06-11,3.89,,,,,,,,,,,,
2017-06-12,3.96,,,,,,,,,,,,
2017-06-13,4.11,,,,,,,,,,,,
2017-06-14,3.75,,,,,,,,,,,,
2017-06-15,3.14,,,,,,,,,,,,
2017-06-16,3.11,,,,,,,,,,,,
2017-06-17,2.7,,,,,,,,,,,,
2017-06-18,2.7,,,,,,,,,,,,
2017-06-19,2.56,,,,,,,,,,,,
2017-06-20,2.59,,,,,,,,,,,,
2017-06-21,2.66,,,,,,,,,,,,
2017-06-22,2.76,,,,,,,,,,,,
2017-06-23,2.25,,,,,,,,,,,,
2017-06-24,2.2,,,,,,,,,,,,
2017-06-25,2.2,,,,,,,,,,,,
2017-06-26,2.1,,,,,,,,,,,,
2017-06-27,1.96,,,,,,,,,,,,
2017-06-28,1.9,,,,,,,,,,,,
2017-06-29,1.66,,,,,,,,,,,,
2017-06-30,1.75,,,,,,,,,,,,
2017-07-01,1.8,,,,,,,,,,,,
2017-07-02,1.6,,,,,,,,,,,,
2017-07-03,1.5,,,,,,,,,,,,
2017-07-04,1.5,,,,,,,,,,,,
2017-07-05,1.1,,,,,,,,,,,,
2017-07-06,1.2,,,,,,,,,,,,
2017-07-07,2.59,,,,,,,,,,,,
2017-07-08,2.73,,,,,,,,,,,,
2017-07-09,3.19,,,,,,,,,,,,
2017-07-10,3.15,,,,,,,,,,,,
2017-07-11,3.34,,,,,,,,,,,,
2017-07-12,3.3,,,,,,,,,,,,
2017-07-13,2.5,,,,,,,,,,,,
2017-07-14,1.8,,,,,,,,,,,,
2017-07-15,1.6,,,,,,,,,,,,
2017-07-16,1.75,,,,,,,,,,,,
2017-07-17,2.05,,,,,,,,,,,,
2017-07-18,1.89,,,,,,,,,,,,
2017-07-19,1.85,,,,,,,,,,,,
2017-07-20,1.5,,,,,,,,,,,,
2017-07-21,1.1,,,,,,,,,,,,
2017-07-22,1.1,,,,,,,,,,,,
2017-07-23,1.2,,,,,,,,,,,,
2017-07-24,1.05,,,,,,,,,,,,
2017-07-25,1.65,,,,,,,,,,,,
2017-07-26,1.65,,,,,,,,,,,,
2017-07-27,1.48,,,,,,,,,,,,
2017-07-28,1.38,,,,,,,,,,,,
2017-07-29,1.2,,,,,,,,,,,,
2017-07-30,1.38,,,,,,,,,,,,
2017-07-31,1.85,,,,,,,,,,,,
2017-08-01,2.0,,,,,,,,,,,,
2017-08-02,1.95,,,,,,,,,,,,
2017-08-03,2.0,,,,,,,,,,,,
2017-08-04,1.9,,,,,,,,,,,,
2017-08-05,2.0,,,,,,,,,,,,
2017-08-06,1.41,,,,,,,,,,,,
2017-08-07,1.2,,,,,,,,,,,,
2017-08-08,1.9,,,,,,,,,,,,
2017-08-09,2.15,,,,,,,,,,,,
2017-08-10,2.65,,,,,,,,,,,,
2017-08-11,3.57,,,,,,,,,,,,
2017-08-12,4.0,,,,,,,,,,,,
2017-08-13,4.4,,,,,,,,,,,,
2017-08-14,4.9,,,,,,,,,,,,
2017-08-15,5.22,,,,,,,,,,,,
2017-08-16,5.2,,,,,,,,,,,,
2017-08-17,5.08,,,,,,,,,,,,
2017-08-18,4.95,,,,,,,,,,,,
2017-08-19,5.0,,,,,,,,,,,,
2017-08-20,5.0,,,,,,,,,,,,
2017-08-21,4.95,,,,,,,,,,,,
2017-08-22,4.88,,,,,,,,,,,,
2017-08-23,5.0,,,,,,,,,,,,
2017-08-24,5.21,,,,,,,,,,,,
2017-08-25,5.15,,,,,,,,,,,,
2017-08-26,4.9,,,,,,,,,,,,
2017-08-27,5.38,,,,,,,,,,,,
2017-08-28,6.15,,,,,,,,,,,,
2017-08-29,6.55,,,,,,,,,,,,
2017-08-30,6.48,,,,,,,,,,,,
2017-08-31,6.4,,,,,,,,,,,,
2017-09-01,6.18,,,,,,,,,,,,
2017-09-02,5.76,,,,,,,,,,,,
2017-09-03,5.42,,,,,,,,,,,,
2017-09-04,5.18,,,,,,,,,,,,
2017-09-05,5.17,,,,,,,,,,,,
2017-09-06,5.1,,,,,,,,,,,,
2017-09-07,5.0,,,,,,,,,,,,
2017-09-08,4.8,,,,,,,,,,,,
2017-09-09,4.1,,,,,,,,,,,,
2017-09-10,4.1,,,,,,,,,,,,
2017-09-11,5.0,,,,,,,,,,,,
2017-09-12,5.8,,,,,,,,,,,,
2017-09-13,6.31,,,,,,,,,,,,
2017-09-14,6.45,,,,,,,,,,,,
2017-09-15,6.18,,,,,,,,,,,,
2017-09-16,5.84,,,,,,,,,,,,
2017-09-17,5.58,,,,,,,,,,,,
2017-09-18,5.37,,,,,,,,,,,,
2017-09-19,5.25,,,,,,,,,,,,
2017-09-20,5.05,,,,,,,,,,,,
2017-09-21,4.56,,,,,,,,,,,,
2017-09-22,4.3,,,,,,,,,,,,
2017-09-23,4.17,,,,,,,,,,,,
2017-09-24,4.65,,,,,,,,,,,,
2017-09-25,4.7,,,,,,,,,,,,
2017-09-26,4.05,,,,,,,,,,,,
2017-09-27,3.87,,,,,,,,,,,,
2017-09-28,3.95,,,,,,,,,,,,
2017-09-29,4.0,,,,,,,,,,,,
2017-09-30,4.3,,,,,,,,,,,,
2017-10-01,4.35,,,,,,,,,,,,
2017-10-02,4.5,,,,,,,,,,,,
2017-10-03,4.58,,,,,,,,,,,,
2017-10-04,4.5,,,,,,,,,,,,
2017-10-05,4.4,,,,,,,,,,,,
2017-10-06,4.48,,,,,,,,,,,,
2017-10-07,4.37,,,,,,,,,,,,
2017-10-08,4.25,,,,,,,,,,,,
2017-10-09,3.82,,,,,,,,,,,,
2017-10-10,3.79,,,,,,,,,,,,
2017-10-11,2.91,,,,,,,,,,,,
2017-10-12,2.05,,,,,,,,,,,,
2017-10-13,2.0,,,,,,,,,,,,
2017-10-14,1.4,,,,,,,,,,,,
2017-10-15,1.3,,,,,,,,,,,,
2017-10-16,1.55,,,,,,,,,,,,
2017-10-17,1.35,,,,,,,,,,,,
2017-10-18,1.4,,,,,,,,,,,,
2017-10-19,1.98,,,,,,,,,,,,
2017-10-20,2.96,,,,,,,,,,,,
2017-10-21,3.8,,,,,,,,,,,,
2017-10-22,4.36,,,,,,,,,,,,
2017-10-23,3.9,,,,,,,,,,,,
2017-10-24,3.9,,,,,,,,,,,,
2017-10-25,3.71,,,,,,,,,,,,
2017-10-26,3.86,,,,,,,,,,,,
2017-10-27,4.2,,,,,,,,,,,,
2017-10-28,4.38,,,,,,,,,,,,
2017-10-29,3.75,,,,,,,,,,,,
2017-10-30,3.12,,,,,,,,,,,,
2017-10-31,3.15,,,,,,,,,,,,
2017-11-01,3.42,,,,,,,,,,,,
2017-11-02,3.65,,,,,,,,,,,,
2017-11-03,3.06,,,,,,,,,,,,
2017-11-04,2.88,,,,,,,,,,,,
2017-11-05,2.79,,,,,,,,,,,,
2017-11-06,2.7,,,,,,,,,,,,
2017-11-07,2.52,,,,,,,,,,,,
2017-11-08,1.8,,,,,,,,,,,,
2017-11-09,1.48,,,,,,,,,,,,
2017-11-10,1.5,,,,,,,,,,,,
2017-11-11,1.75,,,,,,,,,,,,
2017-11-12,2.0,,,,,,,,,,,,
2017-11-13,1.7,,,,,,,,,,,,
2017-11-14,1.95,,,,,,,,,,,,
2017-11-15,1.45,,,,,,,,,,,,
2017-11-16,1.48,,,,,,,,,,,,
2017-11-17,1.88,,,,,,,,,,,,
2017-11-18,1.8,,,,,,,,,,,,
2017-11-19,1.8,,,,,,,,,,,,
2017-11-20,1.46,,,,,,,,,,,,
2017-11-21,1.55,,,,,,,,,,,,
2017-11-22,2.0,,,,,,,,,,,,
2017-11-23,2.1,,,,,,,,,,,,
2017-11-24,1.9,,,,,,,,,,,,
2017-11-25,2.35,,,,,,,,,,,,
2017-11-26,1.65,,,,,,,,,,,,
2017-11-27,1.2,,,,,,,,,,,,
2017-11-28,1.9,,,,,,,,,,,,
2017-11-29,1.6,,,,,,,,,,,,
2017-11-30,1.18,,,,,,,,,,,,
2017-12-01,1.08,,,,,,,,,,,,
2017-12-02,0.8,,,,,,,,,,,,
2017-12-03,1.0,,,,,,,,,,,,
2017-12-04,1.15,,,,,,,,,,,,
2017-12-05,1.4,,,,,,,,,,,,
2017-12-06,1.5,,,,,,,,,,,,
2017-12-07,1.85,,,,,,,,,,,,
2017-12-08,1.6,,,,,,,,,,,,
2017-12-09,1.6,,,,,,,,,,,,
2017-12-10,1.36,,,,,,,,,,,,
2017-12-11,1.34,,,,,,,,,,,,
2017-12-12,1.45,,,,,,,,,,,,
2017-12-13,1.4,,,,,,,,,,,,
2017-12-14,1.38,,,,,,,,,,,,
2017-12-15,1.35,,,,,,,,,,,,
2017-12-16,1.35,,,,,,,,,,,,
2017-12-17,1.35,,,,,,,,,,,,
2017-12-18,1.98,,,,,,,,,,,,
2017-12-19,1.75,,,,,,,,,,,,
2017-12-20,1.5,,,,,,,,,,,,
2017-12-21,1.3,,,,,,,,,,,,
2017-12-22,1.5,,,,,,,,,,,,
2017-12-23,1.65,,,,,,,,,,,,
2017-12-24,1.9,,,,,,,,,,,,
2017-12-25,1.9,,,,,,,,,,,,
2017-12-26,1.25,,,,,,,,,,,,
2017-12-27,1.2,,,,,,,,,,,,
2017-12-28,1.4,,,,,,,,,,,,
2017-12-29,1.7,,,,,,,,,,,,
2017-12-30,1.2,,,,,,,,,,,,
2017-12-31,1.1,,,,,,,,,,,,
2018-01-01,2.0,,,,,,,,,,,,
2018-01-02,1.3,,,,,,,,,,,,
2018-01-03,0.9,,,,,,,,,,,,
2018-01-04,1.0,,,,,,,,,,,,
2018-01-05,0.85,,,,,,,,,,,,
2018-01-06,1.2,,,,,,,,,,,,
2018-01-07,1.2,,,,,,,,,,,,
2018-01-08,0.85,,,,,,,,,,,,
2018-01-09,0.5,,,,,,,,,,,,
2018-01-10,0.6,,,,,,,,,,,,
2018-01-11,1.0,,,,,,,,,,,,
2018-01-12,1.15,,,,,,,,,,,,
2018-01-13,1.5,,,,,,,,,,,,
2018-01-14,1.95,,,,,,,,,,,,
2018-01-15,2.2,,,,,,,,,,,,
2018-01-16,1.75,,,,,,,,,,,,
2018-01-17,1.4,,,,,,,,,,,,
2018-01-18,1.25,1.7416344,,,,,,,,,,,
2018-01-19,1.15,1.3415337,,,,,,,,,,,
2018-01-20,1.65,0.8640648,,,,,,,,,,,
2018-01-21,1.75,1.2607063,,,,,,,,,,,
2018-01-22,1.0,1.8554813,,,,,,,,,,,
2018-01-23,1.45,1.5727396,,,,,,,,,,,
2018-01-24,1.96,1.4530566,,,,,,,,,,,
2018-01-25,2.3,1.8475688,,,,,,,,,,,
2018-01-26,1.75,2.5190656,,,,,,,,,,,
2018-01-27,0.9,2.2016654,0.8187614,,,,,,,,,,
2018-01-28,0.65,1.4295572,1.0264915,,,,,,,,,,
2018-01-29,1.2,0.79707223,1.8808074,,,,,,,,,,
2018-01-30,0.9,0.5433761,2.3114982,,,,,,,,,,
2018-01-31,1.0,0.9593317,1.3772689,,,,,,,,,,
2018-02-01,1.0,1.604597,1.5144244,,,,,,,,,,
2018-02-02,1.53,1.0514421,0.86335087,,,,,,,,,,
2018-02-03,1.65,0.54779094,1.4319068,,,,,,,,,,
2018-02-04,1.6,1.0194143,0.85033906,,,,,,,,,,
2018-02-05,1.25,1.5500643,0.7753847,,,,,,,,,,
2018-02-06,1.2,1.2583637,1.5430444,,,,,,,,,,
2018-02-07,1.35,1.0509847,1.5052776,,,,,,,,,,
2018-02-08,1.2,0.920479,0.9626292,0.6168434,,,,,,,,,
2018-02-09,1.08,1.5471102,2.0317967,0.8706917,,,,,,,,,
2018-02-10,1.25,1.6080812,1.0942762,0.9582015,,,,,,,,,
2018-02-11,1.55,0.8222521,2.4907858,1.5935465,,,,,,,,,
2018-02-12,1.85,1.2048115,0.9818907,1.0429707,,,,,,,,,
2018-02-13,1.25,1.3994821,1.2803633,0.8233743,,,,,,,,,
2018-02-14,1.0,1.6445311,1.1985873,3.1361902,,,,,,,,,
2018-02-15,0.9,0.8752671,1.5917203,0.5966173,,,,,,,,,
2018-02-16,0.9,1.2827854,1.0542175,1.5725363,,,,,,,,,
2018-02-17,0.56,1.4140261,1.3208427,0.7640984,,,,,,,,,
2018-02-18,0.55,1.3066747,0.9635665,1.489502,,,,,,,,,
2018-02-19,0.9,1.4779391,1.4164348,0.96467066,,,,,,,,,
2018-02-20,1.55,0.6216427,0.831709,1.2045491,,,,,,,,,
2018-02-21,1.75,0.67335314,1.0627551,0.57408345,,,,,,,,,
2018-02-22,1.73,1.5176679,0.46410033,1.053659,,,,,,,,,
2018-02-23,1.15,1.7658495,1.338951,1.6088934,,,,,,,,,
2018-02-24,1.0,0.7066574,1.0190752,2.230327,,,,,,,,,
2018-02-25,1.45,0.61948055,2.3124588,1.2063376,,,,,,,,,
2018-02-26,0.9,1.1086951,1.4145505,1.1251715,,,,,,,,,
2018-02-27,1.15,1.3381037,3.511171,0.7725105,,,,,,,,,
2018-02-28,1.25,1.5027636,0.9847114,1.1703117,,,,,,,,,
2018-03-01,1.5,1.8957121,4.063229,1.0707891,,,,,,,,,
2018-03-02,1.58,0.7967943,1.1200154,1.3456545,1.4112408,,,,,,,,
2018-03-03,1.3,1.4506801,1.6761646,0.7408505,1.7996845,,,,,,,,
2018-03-04,1.7,1.677431,0.8871514,1.4006512,1.5773184,,,,,,,,
2018-03-05,1.79,1.4686518,1.2630728,1.4889188,1.4166871,,,,,,,,
2018-03-06,1.8,1.5056095,1.0754833,1.3000528,1.4403957,,,,,,,,
2018-03-07,1.73,2.0388129,1.8975055,0.73448104,2.537052,,,,,,,,
2018-03-08,1.3,1.2625219,1.1594844,0.99729913,4.333678,,,,,,,,
2018-03-09,1.15,1.8316077,1.2764564,1.2832868,1.6622583,,,,,,,,
2018-03-10,1.1,1.2454722,1.4226253,1.7352384,3.042815,,,,,,,,
2018-03-11,1.2,1.3913894,1.6260537,1.1325295,2.4474585,,,,,,,,
2018-03-12,1.35,1.0488257,0.702288,2.1457775,3.0496874,,,,,,,,
2018-03-13,0.95,0.9878513,1.016346,1.0971466,1.28435,,,,,,,,
