dt,observed,Mercedes_Level_no_Covariables_7_1,Mercedes_Level_+_Mercedes_Rain_7_1,Mercedes_Level_+_All_Levels_7_1,Mercedes_Level_+_All_Levels_+_All_Rain_7_1,Mercedes_Level_no_Covariables_7_7,Mercedes_Level_+_Mercedes_Rain_7_7,Mercedes_Level_+_All_Levels_7_7,Mercedes_Level_+_All_Levels_+_All_Rain_7_7,Mercedes_Level_no_Covariables_7_30,Mercedes_Level_+_Mercedes_Rain_7_30,Mercedes_Level_+_All_Levels_7_30,Mercedes_Level_+_All_Levels_+_All_Rain_7_30,Mercedes_Level_no_Covariables_160_1,Mercedes_Level_+_Mercedes_Rain_160_1,Mercedes_Level_+_All_Levels_160_1,Mercedes_Level_+_All_Levels_+_All_Rain_160_1,Mercedes_Level_no_Covariables_160_7,Mercedes_Level_+_Mercedes_Rain_160_7,Mercedes_Level_+_All_Levels_160_7,Mercedes_Level_+_All_Levels_+_All_Rain_160_7,Mercedes_Level_no_Covariables_160_30,Mercedes_Level_+_Mercedes_Rain_160_30,Mercedes_Level_+_All_Levels_160_30,Mercedes_Level_+_All_Levels_+_All_Rain_160_30,Mercedes_Level_no_Covariables_365_1,Mercedes_Level_+_Mercedes_Rain_365_1,Mercedes_Level_+_All_Levels_365_1,Mercedes_Level_+_All_Levels_+_All_Rain_365_1,Mercedes_Level_no_Covariables_365_7,Mercedes_Level_+_Mercedes_Rain_365_7,Mercedes_Level_+_All_Levels_365_7,Mercedes_Level_+_All_Levels_+_All_Rain_365_7,Mercedes_Level_no_Covariables_365_30,Mercedes_Level_+_Mercedes_Rain_365_30,Mercedes_Level_+_All_Levels_365_30,Mercedes_Level_+_All_Levels_+_All_Rain_365_30,Mercedes_Level_no_Covariables_500_1,Mercedes_Level_+_Mercedes_Rain_500_1,Mercedes_Level_+_All_Levels_500_1,Mercedes_Level_+_All_Levels_+_All_Rain_500_1,Mercedes_Level_no_Covariables_500_7,Mercedes_Level_+_Mercedes_Rain_500_7,Mercedes_Level_+_All_Levels_500_7,Mercedes_Level_+_All_Levels_+_All_Rain_500_7,Mercedes_Level_no_Covariables_500_30,Mercedes_Level_+_Mercedes_Rain_500_30,Mercedes_Level_+_All_Levels_500_30,Mercedes_Level_+_All_Levels_+_All_Rain_500_30
2019-05-19,1.74,1.2051256,1.2703001,0.6552572,1.6208843,0.4988699,1.795527,1.1748297,1.131413,0.915718,-0.44769824,0.2536788,0.24414796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,2.11,1.5714464,0.95579815,1.4942759,1.6863403,1.0143697,1.8598132,1.8894768,1.6950891,0.64093345,1.8405887,1.373247,1.8395745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21,2.55,2.0352654,0.5978569,0.45531166,1.7500312,0.6088867,1.6845863,1.5362246,1.0155056,1.3119764,0.49002588,0.507632,1.2347648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,2.51,10.97782,0.76256526,0.919726,1.6807134,0.22435868,1.6287951,0.87663174,1.4715079,0.7102961,0.90608495,0.26628232,0.13884807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,2.17,2.4574616,1.6396643,2.2567375,2.3055885,1.2314644,1.8132181,0.91225845,0.5252781,0.25397784,-1.3844051,0.48312056,2.0587416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,1.69,1.3789992,1.3770283,1.5054553,2.7436156,1.0931675,1.5604665,0.19864094,0.9397298,1.7803922,-0.9237087,0.59790546,-0.53739405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-25,1.65,1.0183302,0.94453466,1.1412426,0.871256,1.3606172,1.5332059,1.0878111,1.5377578,0.86471653,1.4360695,1.9739413,1.8449318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26,1.25,1.9798726,2.041552,1.1900543,1.115765,1.4694585,0.73697895,1.3372128,1.7274877,1.5443152,2.0611124,1.6332059,1.9913585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,1.28,1.0339403,1.0463549,0.9196024,1.1723385,0.713792,1.9766843,0.6380526,1.9398619,0.76202714,-0.46174383,3.7989635,0.87171584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,1.75,1.7322088,2.0227687,1.1430635,1.3488333,2.0508766,0.5285723,2.349508,1.8555696,0.23096055,0.43605524,1.1726154,1.0010178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,1.68,1.5767126,1.8360293,2.0004604,1.6890287,2.4544394,4.2537346,2.272531,1.3251407,0.80107236,0.806903,0.53902966,0.6937034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,1.7,2.1210322,2.0192327,0.7592371,1.8759016,0.749542,0.5885191,1.3455667,2.3024638,0.7190966,0.25518894,0.5386213,0.11266613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,1.55,1.101651,1.1411958,1.7086467,1.3927763,0.33592427,1.0551633,1.2629244,0.96860707,0.51314646,1.1417365,0.96163166,0.8855648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,1.45,0.89744306,2.8463683,1.3385316,1.446342,2.2560906,0.7861965,0.55544055,1.0307155,1.8841338,0.45157695,0.66935134,0.678076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,1.38,1.4000646,1.2593219,0.95191,1.4543695,2.4875722,0.7926836,0.74056244,0.16003203,0.15133798,1.6913596,0.6503972,-1.7278473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,1.48,0.3909967,1.2621894,1.8435879,0.9229665,-0.35567057,1.1660948,0.34269404,1.1677772,1.1765742,5.2743425,2.7523925,1.8205407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,1.35,0.9169434,1.2482479,0.84262717,1.3042428,1.7153952,2.2506027,0.93056,2.1538727,0.5956091,0.70984256,1.643008,2.4056184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,1.3,0.9189608,1.534358,0.39718747,1.3134246,-0.1541282,4.031043,1.9626771,1.5835037,1.0370135,1.0140066,2.1668193,1.2428873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
